10308844_1	Q0	107098	0
10308844_1	Q0	108289	0
10308844_1	Q0	113573	0
10308844_1	Q0	119133	0
10308844_1	Q0	119144	0
10308844_1	Q0	119504	0
10308844_1	Q0	121196	0
10308844_1	Q0	125113	1
10308844_1	Q0	126263	0
10308844_1	Q0	12738	0
10308844_1	Q0	128466	0
10308844_1	Q0	128587	0
10308844_1	Q0	128889	0
10308844_1	Q0	129014	0
10308844_1	Q0	130726	0
10308844_1	Q0	133206	0
10308844_1	Q0	134542	0
10308844_1	Q0	137660	0
10308844_1	Q0	138112	0
10308844_1	Q0	139404	0
10308844_1	Q0	14358	0
10308844_1	Q0	145176	0
10308844_1	Q0	149181	0
10308844_1	Q0	152853	0
10308844_1	Q0	154657	0
10308844_1	Q0	161974	0
10308844_1	Q0	162097	0
10308844_1	Q0	163785	0
10308844_1	Q0	164384	0
10308844_1	Q0	166416	0
10308844_1	Q0	168216	0
10308844_1	Q0	17033	0
10308844_1	Q0	17297	0
10308844_1	Q0	17380	0
10308844_1	Q0	17391	0
10308844_1	Q0	17392	0
10308844_1	Q0	2140	0
10308844_1	Q0	25948	1
10308844_1	Q0	26222	0
10308844_1	Q0	27973	0
10308844_1	Q0	31268	0
10308844_1	Q0	38461	0
10308844_1	Q0	38681	0
10308844_1	Q0	41501	0
10308844_1	Q0	44838	0
10308844_1	Q0	52652	0
10308844_1	Q0	53637	0
10308844_1	Q0	53909	0
10308844_1	Q0	55179	0
10308844_1	Q0	58162	0
10308844_1	Q0	58358	0
10308844_1	Q0	59757	1
10308844_1	Q0	62902	0
10308844_1	Q0	63465	0
10308844_1	Q0	65350	0
10308844_1	Q0	66757	0
10308844_1	Q0	66929	0
10308844_1	Q0	66931	0
10308844_1	Q0	66943	0
10308844_1	Q0	66944	0
10308844_1	Q0	66945	0
10308844_1	Q0	66947	1
10308844_1	Q0	66949	0
10308844_1	Q0	66950	0
10308844_1	Q0	66951	0
10308844_1	Q0	66954	0
10308844_1	Q0	67437	0
10308844_1	Q0	67652	0
10308844_1	Q0	67900	0
10308844_1	Q0	68768	0
10308844_1	Q0	70291	1
10308844_1	Q0	74825	0
10308844_1	Q0	75375	0
10308844_1	Q0	79094	0
10308844_1	Q0	79289	0
10308844_1	Q0	80811	1
10308844_1	Q0	81189	0
10308844_1	Q0	81192	0
10308844_1	Q0	81194	0
10308844_1	Q0	81199	0
10308844_1	Q0	90854	0
10308844_1	Q0	93109	0
10308844_1	Q0	93579	0
10308844_1	Q0	93924	0
10308844_1	Q0	97652	0
10308844_19	Q0	104200	0
10308844_19	Q0	104636	0
10308844_19	Q0	105683	0
10308844_19	Q0	106937	0
10308844_19	Q0	10766	2
10308844_19	Q0	10914	0
10308844_19	Q0	109353	0
10308844_19	Q0	109591	0
10308844_19	Q0	111232	0
10308844_19	Q0	113459	0
10308844_19	Q0	116152	0
10308844_19	Q0	116368	0
10308844_19	Q0	118257	0
10308844_19	Q0	119391	0
10308844_19	Q0	122573	0
10308844_19	Q0	123540	0
10308844_19	Q0	125853	0
10308844_19	Q0	126542	2
10308844_19	Q0	128280	0
10308844_19	Q0	128283	0
10308844_19	Q0	128302	0
10308844_19	Q0	128338	0
10308844_19	Q0	128766	1
10308844_19	Q0	129503	0
10308844_19	Q0	132069	0
10308844_19	Q0	132207	0
10308844_19	Q0	133077	0
10308844_19	Q0	133789	0
10308844_19	Q0	133885	0
10308844_19	Q0	134447	0
10308844_19	Q0	134663	0
10308844_19	Q0	136922	0
10308844_19	Q0	138806	0
10308844_19	Q0	14042	2
10308844_19	Q0	141943	1
10308844_19	Q0	142221	0
10308844_19	Q0	142633	0
10308844_19	Q0	142852	0
10308844_19	Q0	143131	0
10308844_19	Q0	143209	0
10308844_19	Q0	146198	0
10308844_19	Q0	146365	0
10308844_19	Q0	148493	0
10308844_19	Q0	150024	0
10308844_19	Q0	153	0
10308844_19	Q0	153418	0
10308844_19	Q0	154059	0
10308844_19	Q0	154093	0
10308844_19	Q0	154370	0
10308844_19	Q0	155977	0
10308844_19	Q0	156912	0
10308844_19	Q0	161371	0
10308844_19	Q0	162529	0
10308844_19	Q0	162534	0
10308844_19	Q0	163265	0
10308844_19	Q0	163553	0
